DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,REGION: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_24: Estimated resident population:Males aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_24: Estimated resident population:Females aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_24: Estimated resident population:Females aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_24: Estimated resident population:Females aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_24: Estimated resident population:Females aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_24: Estimated resident population:Females aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_24: Estimated resident population:Females aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_7: Estimated resident population:Persons aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,491160.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_7: Estimated resident population:Persons aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,483440.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_7: Estimated resident population:Persons aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,461446.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_7: Estimated resident population:Persons aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,462962.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_7: Estimated resident population:Persons aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,495120.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_7: Estimated resident population:Persons aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,518491.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD3: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring one additional bedroom (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,7544.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD3: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring one additional bedroom (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,9123.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD3: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring one additional bedroom (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,10947.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_VOLWP1: Aboriginal and Torres Strait Islander Peoples:Volunteered to work for an organisation or group (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,6564.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_VOLWP1: Aboriginal and Torres Strait Islander Peoples:Volunteered to work for an organisation or group (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,10283.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_VOLWP1: Aboriginal and Torres Strait Islander Peoples:Volunteered to work for an organisation or group (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,9671.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P4554: Estimated resident Aboriginal and Torres Strait Islander population aged 45-54 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,8967.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P4554: Estimated resident Aboriginal and Torres Strait Islander population aged 45-54 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,12328.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P4554: Estimated resident Aboriginal and Torres Strait Islander population aged 45-54 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,15715.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,247554.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,243625.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,232948.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,234901.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,251272.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,263584.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_17: Estimated resident population:Males aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,75846.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_17: Estimated resident population:Males aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,79503.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_17: Estimated resident population:Males aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,83059.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_17: Estimated resident population:Males aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,88604.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_17: Estimated resident population:Males aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,93819.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_17: Estimated resident population:Males aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,96719.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_19: Estimated resident population:Males aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,46009.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_19: Estimated resident population:Males aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,47405.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_19: Estimated resident population:Males aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,49185.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_19: Estimated resident population:Males aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,50306.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_19: Estimated resident population:Males aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,51577.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_19: Estimated resident population:Males aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,53632.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,84366.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,88455.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,92196.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,98642.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,104916.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,109457.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,459816.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,470795.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,473970.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,475167.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,483841.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,492718.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD1: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,55710.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD1: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,74699.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD1: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,106828.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_WA2: Estimated resident Aboriginal and Torres Strait Islander population:Working age (15-64 years) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,61.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_WA2: Estimated resident Aboriginal and Torres Strait Islander population:Working age (15-64 years) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,61.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_WA2: Estimated resident Aboriginal and Torres Strait Islander population:Working age (15-64 years) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,61.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_DISAB2: Aboriginal and Torres Strait Islander Peoples:Disability status: Moderate/mild core activity limitation (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,16078.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HLTC3: Aboriginal and Torres Strait Islander Peoples:Recognises and allowed to visit homelands/traditional country (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2015,50.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HLTC3: Aboriginal and Torres Strait Islander Peoples:Recognises and allowed to visit homelands/traditional country (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,48.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LTHC4: Aboriginal and Torres Strait Islander Peoples:Three or more long-term health conditions (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,55263.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,243606.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,239815.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,228498.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,228061.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,243848.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,254907.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_9: Estimated resident population:Females aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,229428.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_9: Estimated resident population:Females aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,235033.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_9: Estimated resident population:Females aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,236913.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_9: Estimated resident population:Females aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,238419.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_9: Estimated resident population:Females aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,243309.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_9: Estimated resident population:Females aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,247696.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_19: Estimated resident population:Females aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,75371.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_19: Estimated resident population:Females aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,76410.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_19: Estimated resident population:Females aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,78113.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_19: Estimated resident population:Females aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,78834.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_19: Estimated resident population:Females aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,79968.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_19: Estimated resident population:Females aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,81816.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,121380.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,123815.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,127298.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,129140.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,131545.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,135448.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,6.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,6.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_22: Estimated resident population:Persons aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HEAP1: Aboriginal and Torres Strait Islander Peoples:25-34 year olds that completed Certificate III or above (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,3636.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HEAP1: Aboriginal and Torres Strait Islander Peoples:25-34 year olds that completed Certificate III or above (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,6485.0,PSNS: Persons,,,
