DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,REGION: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_33: Estimated resident population:Males aged 60-64 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,4.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,4.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,4.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,4.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,4.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,4.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE1: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,27817.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE1: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,39021.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE1: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,54157.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC1: Aboriginal and Torres Strait Islander Peoples:Cared for own child/children (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,10227.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC1: Aboriginal and Torres Strait Islander Peoples:Cared for own child/children (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,13966.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC1: Aboriginal and Torres Strait Islander Peoples:Cared for own child/children (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,19491.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC3: Aboriginal and Torres Strait Islander Peoples:Cared for other child/children (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,4111.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC3: Aboriginal and Torres Strait Islander Peoples:Cared for other child/children (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,5655.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC3: Aboriginal and Torres Strait Islander Peoples:Cared for other child/children (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5390.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_ALC2: Aboriginal and Torres Strait Islander Peoples:Alcohol consumption did not exceed life time alcohol risk levels (2009 guidelines) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2015,74.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_ALC2: Aboriginal and Torres Strait Islander Peoples:Alcohol consumption did not exceed life time alcohol risk levels (2009 guidelines) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,78.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_3: Estimated resident population:Females aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,187475.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_3: Estimated resident population:Females aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,187507.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_3: Estimated resident population:Females aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,186689.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_3: Estimated resident population:Females aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,185263.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_3: Estimated resident population:Females aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,184599.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_3: Estimated resident population:Females aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,183724.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,181721.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,182988.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,179466.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,176352.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,174627.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,175148.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,356933.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,359761.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,354471.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,347820.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,343635.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,343767.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_YR12C3P3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,6065.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_YR12C3P3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,8856.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_YR12C3P3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,12145.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFSP1: Aboriginal and Torres Strait Islander Peoples:Employed (persons aged 25-64 years)(no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,17441.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFSP1: Aboriginal and Torres Strait Islander Peoples:Employed (persons aged 25-64 years)(no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,24717.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFSP1: Aboriginal and Torres Strait Islander Peoples:Employed (persons aged 25-64 years)(no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,35206.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_MA_M: Estimated resident Aboriginal and Torres Strait Islander population:Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,20.8,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_MA_M: Estimated resident Aboriginal and Torres Strait Islander population:Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,21.9,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_MA_M: Estimated resident Aboriginal and Torres Strait Islander population:Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,22.7,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_3: Total fertility rate (births per female) (rate),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2018,1.72,RATE: Rate,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_3: Total fertility rate (births per female) (rate),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,1.7,RATE: Rate,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_3: Total fertility rate (births per female) (rate),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,1.68,RATE: Rate,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_3: Total fertility rate (births per female) (rate),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,1.64,RATE: Rate,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_3: Total fertility rate (births per female) (rate),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,1.63,RATE: Rate,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_3: Total fertility rate (births per female) (rate),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,1.58,RATE: Rate,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_18: Working age population (persons aged 15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,4066733.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_18: Working age population (persons aged 15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,4080764.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_18: Working age population (persons aged 15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,4037425.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_18: Working age population (persons aged 15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,4072729.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_18: Working age population (persons aged 15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,4206840.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_18: Working age population (persons aged 15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,4303071.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,386192.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,386385.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,384764.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,381359.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,379493.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,378136.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD7: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring three additional bedrooms (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,425.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD7: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring three additional bedrooms (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,562.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD7: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring three additional bedrooms (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,587.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M3544: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 35-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,5374.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M3544: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 35-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,6514.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M3544: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 35-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,8191.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LTHC2: Aboriginal and Torres Strait Islander Peoples:One long-term health condition (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,19656.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,198717.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,198878.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,198075.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,196096.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,194894.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,194412.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_28: Estimated resident population:Females aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,7.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_28: Estimated resident population:Females aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,7.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_28: Estimated resident population:Females aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_28: Estimated resident population:Females aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_28: Estimated resident population:Females aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,7.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_28: Estimated resident population:Females aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,7.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,7.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,7.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,7.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFPR: Aboriginal and Torres Strait Islander Peoples:Labour force participation rate (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,60.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFPR: Aboriginal and Torres Strait Islander Peoples:Labour force participation rate (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,63.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFPR: Aboriginal and Torres Strait Islander Peoples:Labour force participation rate (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,64.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HMLSS2: % of total homeless or likely to be homeless population estimate who identify as Aboriginal or Torres Strait Islander,RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,5.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HMLSS2: % of total homeless or likely to be homeless population estimate who identify as Aboriginal or Torres Strait Islander,RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,4.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HMLSS2: % of total homeless or likely to be homeless population estimate who identify as Aboriginal or Torres Strait Islander,RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_USP1: Aboriginal and Torres Strait Islander Peoples:Aboriginal Medical Service is usual health service provider (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,14503.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,230388.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,235762.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,237057.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,236748.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,240532.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,245022.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_24: Estimated resident population:Males aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_24: Estimated resident population:Males aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_24: Estimated resident population:Males aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_24: Estimated resident population:Males aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_24: Estimated resident population:Males aged 15-19 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,6.2,PCT: Percent,,,
