dataflow,measure,region_type,region,frequency,year,obs_value,unit_measure,unit_mult,obs_status,obs_comment,state_name_full,state
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),STE: States and Territories,2: Victoria,A: Annual,2019,197516.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),STE: States and Territories,2: Victoria,A: Annual,2020,200134.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),STE: States and Territories,2: Victoria,A: Annual,2021,196785.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),STE: States and Territories,2: Victoria,A: Annual,2022,195377.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),STE: States and Territories,2: Victoria,A: Annual,2023,195456.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,5: Western Australia,A: Annual,2019,6.1,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,5: Western Australia,A: Annual,2020,6.1,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,5: Western Australia,A: Annual,2021,6.1,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,5: Western Australia,A: Annual,2022,6.0,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,5: Western Australia,A: Annual,2023,5.8,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_30: Estimated resident population:Males aged 45-49 years (%),STE: States and Territories,5: Western Australia,A: Annual,2019,6.9,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_30: Estimated resident population:Males aged 45-49 years (%),STE: States and Territories,5: Western Australia,A: Annual,2020,6.8,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_30: Estimated resident population:Males aged 45-49 years (%),STE: States and Territories,5: Western Australia,A: Annual,2021,6.6,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_30: Estimated resident population:Males aged 45-49 years (%),STE: States and Territories,5: Western Australia,A: Annual,2022,6.4,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_30: Estimated resident population:Males aged 45-49 years (%),STE: States and Territories,5: Western Australia,A: Annual,2023,6.2,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),STE: States and Territories,6: Tasmania,A: Annual,2022,6.6,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),STE: States and Territories,6: Tasmania,A: Annual,2023,6.5,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),STE: States and Territories,4: South Australia,A: Annual,2019,54604.0,PSNS: Persons,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),STE: States and Territories,4: South Australia,A: Annual,2020,54519.0,PSNS: Persons,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),STE: States and Territories,4: South Australia,A: Annual,2021,54346.0,PSNS: Persons,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),STE: States and Territories,4: South Australia,A: Annual,2022,53951.0,PSNS: Persons,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_3: Estimated resident population:Males aged 5-9 years (no.),STE: States and Territories,4: South Australia,A: Annual,2023,53924.0,PSNS: Persons,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_2: Estimated resident population:Persons aged 0-4 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2019,29596.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_2: Estimated resident population:Persons aged 0-4 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2020,29507.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_2: Estimated resident population:Persons aged 0-4 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2021,29435.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_2: Estimated resident population:Persons aged 0-4 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2022,29328.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_2: Estimated resident population:Persons aged 0-4 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2023,28885.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),STE: States and Territories,6: Tasmania,A: Annual,2019,6.4,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),STE: States and Territories,6: Tasmania,A: Annual,2020,6.4,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),STE: States and Territories,6: Tasmania,A: Annual,2021,6.5,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2023,309991.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2019,299912.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2020,302029.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2021,300607.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2022,301289.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2019,103024.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2020,103122.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2021,102226.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2022,102435.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2023,107108.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),STE: States and Territories,3: Queensland,A: Annual,2019,314543.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),STE: States and Territories,3: Queensland,A: Annual,2020,322072.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),STE: States and Territories,3: Queensland,A: Annual,2021,334401.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),STE: States and Territories,3: Queensland,A: Annual,2022,346365.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_12: Estimated resident population:Persons aged 50-54 years (no.),STE: States and Territories,3: Queensland,A: Annual,2023,355229.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_10: Estimated resident population:Males aged 40-44 years (no.),STE: States and Territories,2: Victoria,A: Annual,2019,206163.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_10: Estimated resident population:Males aged 40-44 years (no.),STE: States and Territories,2: Victoria,A: Annual,2020,209348.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_10: Estimated resident population:Males aged 40-44 years (no.),STE: States and Territories,2: Victoria,A: Annual,2021,211582.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_10: Estimated resident population:Males aged 40-44 years (no.),STE: States and Territories,2: Victoria,A: Annual,2022,218830.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_10: Estimated resident population:Males aged 40-44 years (no.),STE: States and Territories,2: Victoria,A: Annual,2023,230326.0,PSNS: Persons,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_22: Estimated resident population:Males aged 5-9 years (%),STE: States and Territories,3: Queensland,A: Annual,2019,6.9,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_22: Estimated resident population:Males aged 5-9 years (%),STE: States and Territories,3: Queensland,A: Annual,2020,6.8,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_22: Estimated resident population:Males aged 5-9 years (%),STE: States and Territories,3: Queensland,A: Annual,2021,6.7,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_22: Estimated resident population:Males aged 5-9 years (%),STE: States and Territories,3: Queensland,A: Annual,2022,6.6,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_22: Estimated resident population:Males aged 5-9 years (%),STE: States and Territories,3: Queensland,A: Annual,2023,6.4,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2019,5.9,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2020,5.9,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2021,6.1,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2022,6.2,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2023,6.1,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),STE: States and Territories,1: New South Wales,A: Annual,2022,7.2,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),STE: States and Territories,1: New South Wales,A: Annual,2023,7.2,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,5: Western Australia,A: Annual,2019,6.3,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,5: Western Australia,A: Annual,2020,6.4,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,5: Western Australia,A: Annual,2021,6.5,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,5: Western Australia,A: Annual,2022,6.6,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_31: Estimated resident population:Males aged 50-54 years (%),STE: States and Territories,5: Western Australia,A: Annual,2023,6.5,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),LAND: Land area (ha),STE: States and Territories,3: Queensland,A: Annual,2021,173017122.1,HA: Hectares,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),STE: States and Territories,1: New South Wales,A: Annual,2019,7.0,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),STE: States and Territories,1: New South Wales,A: Annual,2020,7.2,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_28: Estimated resident population:Persons aged 35-39 years (%),STE: States and Territories,1: New South Wales,A: Annual,2021,7.2,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_37: Estimated resident population:Males aged 80-84 years (%),STE: States and Territories,5: Western Australia,A: Annual,2019,1.6,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_37: Estimated resident population:Males aged 80-84 years (%),STE: States and Territories,5: Western Australia,A: Annual,2020,1.7,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_37: Estimated resident population:Males aged 80-84 years (%),STE: States and Territories,5: Western Australia,A: Annual,2021,1.8,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_37: Estimated resident population:Males aged 80-84 years (%),STE: States and Territories,5: Western Australia,A: Annual,2022,1.9,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_37: Estimated resident population:Males aged 80-84 years (%),STE: States and Territories,5: Western Australia,A: Annual,2023,1.9,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_6: Estimated resident population:Persons aged 20-24 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2022,513740.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_6: Estimated resident population:Persons aged 20-24 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2023,549407.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),STE: States and Territories,6: Tasmania,A: Annual,2019,7.2,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),STE: States and Territories,6: Tasmania,A: Annual,2020,7.0,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),STE: States and Territories,6: Tasmania,A: Annual,2021,6.7,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),STE: States and Territories,6: Tasmania,A: Annual,2022,6.6,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),STE: States and Territories,6: Tasmania,A: Annual,2023,6.4,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_6: Estimated resident population:Persons aged 20-24 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2019,549214.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_6: Estimated resident population:Persons aged 20-24 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2020,534467.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_6: Estimated resident population:Persons aged 20-24 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2021,506754.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_35: Estimated resident population:Males aged 70-74 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2019,2.3,PCT: Percent,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_35: Estimated resident population:Males aged 70-74 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2020,2.5,PCT: Percent,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_35: Estimated resident population:Males aged 70-74 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2021,2.6,PCT: Percent,,,,Northern Territory,NT
